YEAR,COUNTRY,EVENT_TYPE,SUB_EVENT_TYPE,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENTS,FATALITIES
2015,Saudi Arabia,Explosions/Remote violence,Suicide bomb,"18,2376","45,6117",1,2
2015,Saudi Arabia,Explosions/Remote violence,Suicide bomb,"19,2036","42,9532",1,16
2015,Saudi Arabia,Explosions/Remote violence,Suicide bomb,"23,1567","50,3153",3,29
2015,Saudi Arabia,Protests,Peaceful protest,"23,1567","50,3153",1,0
2015,Saudi Arabia,Strategic developments,Change to group/activity,"19,2036","42,9532",1,0
2015,Saudi Arabia,Strategic developments,Disrupted weapons use,"17,353","42,7999",6,0
2015,Saudi Arabia,Strategic developments,Disrupted weapons use,"18,2376","45,6117",3,0
2015,Saudi Arabia,Strategic developments,Disrupted weapons use,"19,2036","42,9532",2,0
2015,Saudi Arabia,Violence against civilians,Attack,"23,1567","50,3153",2,5
2015,Saudi Arabia,Violence against civilians,Attack,"25,0041","39,9162",1,1
2015,Turkey,Battles,Armed clash,"37,3257","40,7757",1,1
2015,Turkey,Battles,Armed clash,"37,4379","42,5882",2,9
2015,Turkey,Battles,Armed clash,"38,1105","40,2245",1,0
2015,Turkey,Explosions/Remote violence,Remote explosive/landmine/IED,"38,1105","40,2245",1,2
2015,Turkey,Explosions/Remote violence,Shelling/artillery/missile attack,"37,4379","42,5882",1,1
2015,Turkey,Riots,Mob violence,"41,2707","28,4707",1,0
2015,Turkey,Violence against civilians,Attack,"37,4379","42,5882",1,1
