YEAR,COUNTRY,EVENT_TYPE,SUB_EVENT_TYPE,CENTROID_LATITUDE,CENTROID_LONGITUDE,EVENTS,FATALITIES
2016,Yemen,Battles,Government regains territory,"16,1156","43,9414",1,10
2016,Yemen,Battles,Government regains territory,"16,5288","48,6269",6,103
2016,Yemen,Battles,Government regains territory,"16,5962","45,5989",44,298
2016,Yemen,Battles,Government regains territory,"17,0883","44,0424",22,97
2016,Yemen,Battles,Non-state actor overtakes territory,"13,2949","43,7855",9,27
2016,Yemen,Battles,Non-state actor overtakes territory,"13,3204","44,7623",2,0
2016,Yemen,Battles,Non-state actor overtakes territory,"13,6274","46,228",4,12
2016,Yemen,Battles,Non-state actor overtakes territory,"14,326","45,216",5,23
2016,Yemen,Battles,Non-state actor overtakes territory,"14,651","46,62",2,1
2016,Yemen,Battles,Non-state actor overtakes territory,"15,3931","44,4753",3,10
2016,Yemen,Battles,Non-state actor overtakes territory,"16,5288","48,6269",2,2
2016,Yemen,Battles,Non-state actor overtakes territory,"16,5962","45,5989",2,0
2016,Yemen,Battles,Non-state actor overtakes territory,"17,0883","44,0424",2,40
2016,Yemen,Explosions/Remote violence,Air/drone strike,"12,8058","44,788",3,0
2016,Yemen,Explosions/Remote violence,Air/drone strike,"13,2949","43,7855",596,384
2016,Yemen,Explosions/Remote violence,Air/drone strike,"13,3204","44,7623",110,71
2016,Yemen,Explosions/Remote violence,Air/drone strike,"13,6274","46,228",35,84
2016,Yemen,Explosions/Remote violence,Air/drone strike,"13,8943","44,7825",18,26
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,0881","44,175",80,61
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,326","45,216",65,27
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,5395","44,3063",46,11
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,651","46,62",114,121
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,657","43,6874",1,0
2016,Yemen,Explosions/Remote violence,Air/drone strike,"14,7791","43,2181",318,232
2016,Yemen,Explosions/Remote violence,Air/drone strike,"15,3084","43,4994",25,6
2016,Yemen,Explosions/Remote violence,Air/drone strike,"15,3329","45,4523",420,131
2016,Yemen,Explosions/Remote violence,Air/drone strike,"15,3931","44,4753",936,419
2016,Yemen,Explosions/Remote violence,Air/drone strike,"15,4201","44,1919",406,186
2016,Yemen,Explosions/Remote violence,Air/drone strike,"16,0944","43,2039",291,367
2016,Yemen,Explosions/Remote violence,Air/drone strike,"16,1156","43,9414",147,80
2016,Yemen,Explosions/Remote violence,Air/drone strike,"16,5288","48,6269",12,85
2016,Yemen,Explosions/Remote violence,Air/drone strike,"16,5962","45,5989",378,187
2016,Yemen,Explosions/Remote violence,Air/drone strike,"17,0883","44,0424",1067,536
2016,Yemen,Explosions/Remote violence,Grenade,"12,8058","44,788",7,1
2016,Yemen,Explosions/Remote violence,Grenade,"13,2949","43,7855",1,5
2016,Yemen,Explosions/Remote violence,Grenade,"13,3204","44,7623",1,0
2016,Yemen,Explosions/Remote violence,Grenade,"14,0881","44,175",2,2
2016,Yemen,Explosions/Remote violence,Grenade,"14,5395","44,3063",1,0
2016,Yemen,Explosions/Remote violence,Grenade,"14,7791","43,2181",1,3
2016,Yemen,Explosions/Remote violence,Grenade,"16,5288","48,6269",1,0
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"12,8058","44,788",43,33
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"13,2949","43,7855",17,42
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"13,3204","44,7623",9,4
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"13,6274","46,228",22,20
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"13,8943","44,7825",6,5
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"14,0881","44,175",17,26
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"14,326","45,216",12,25
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"14,5395","44,3063",2,2
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"14,651","46,62",8,9
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"14,7791","43,2181",2,2
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"15,3329","45,4523",20,69
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"15,3931","44,4753",3,5
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"15,4201","44,1919",7,14
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"16,0944","43,2039",5,39
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"16,5288","48,6269",9,17
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"16,5962","45,5989",4,23
2016,Yemen,Explosions/Remote violence,Remote explosive/landmine/IED,"17,0883","44,0424",5,3
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"12,613","43,3362",4,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"12,8058","44,788",2,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"13,2949","43,7855",379,873
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"13,3204","44,7623",60,257
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"13,6274","46,228",8,5
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"13,8943","44,7825",27,27
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"14,0881","44,175",3,10
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"14,326","45,216",54,59
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"14,5395","44,3063",1,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"14,651","46,62",33,61
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"14,7791","43,2181",4,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"15,3329","45,4523",249,654
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"15,3931","44,4753",176,278
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"15,4201","44,1919",3,10
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"16,0944","43,2039",57,178
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"16,1156","43,9414",1,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"16,5288","48,6269",2,0
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"16,5962","45,5989",158,527
2016,Yemen,Explosions/Remote violence,Shelling/artillery/missile attack,"17,0883","44,0424",220,246
2016,Yemen,Explosions/Remote violence,Suicide bomb,"12,8058","44,788",18,310
2016,Yemen,Explosions/Remote violence,Suicide bomb,"13,3204","44,7623",4,25
2016,Yemen,Explosions/Remote violence,Suicide bomb,"13,6274","46,228",4,39
2016,Yemen,Explosions/Remote violence,Suicide bomb,"14,0881","44,175",2,2
2016,Yemen,Explosions/Remote violence,Suicide bomb,"14,326","45,216",1,2
2016,Yemen,Explosions/Remote violence,Suicide bomb,"16,5288","48,6269",5,120
2016,Yemen,Protests,Excessive force against protesters,"15,4201","44,1919",1,0
2016,Yemen,Protests,Peaceful protest,"12,5081","53,893",1,0
2016,Yemen,Protests,Peaceful protest,"12,8058","44,788",27,0
2016,Yemen,Protests,Peaceful protest,"13,2949","43,7855",4,0
2016,Yemen,Protests,Peaceful protest,"13,3204","44,7623",1,0
2016,Yemen,Protests,Peaceful protest,"13,6274","46,228",11,0
2016,Yemen,Protests,Peaceful protest,"13,8943","44,7825",2,0
2016,Yemen,Protests,Peaceful protest,"14,5395","44,3063",1,0
2016,Yemen,Protests,Peaceful protest,"14,651","46,62",2,0
2016,Yemen,Protests,Peaceful protest,"14,7791","43,2181",3,0
2016,Yemen,Protests,Peaceful protest,"15,3084","43,4994",2,0
2016,Yemen,Protests,Peaceful protest,"15,3329","45,4523",1,0
2016,Yemen,Protests,Peaceful protest,"15,3931","44,4753",2,0
2016,Yemen,Protests,Peaceful protest,"15,4201","44,1919",25,0
2016,Yemen,Protests,Peaceful protest,"16,5288","48,6269",3,0
2016,Yemen,Protests,Peaceful protest,"17,0575","51,8238",1,0
2016,Yemen,Protests,Protest with intervention,"14,5395","44,3063",1,0
2016,Yemen,Protests,Protest with intervention,"15,4201","44,1919",1,0
2016,Yemen,Protests,Protest with intervention,"16,5288","48,6269",1,0
2016,Yemen,Riots,Mob violence,"15,4201","44,1919",2,0
2016,Yemen,Riots,Violent demonstration,"12,8058","44,788",15,1
2016,Yemen,Riots,Violent demonstration,"13,6274","46,228",7,0
2016,Yemen,Riots,Violent demonstration,"16,5288","48,6269",2,0
2016,Yemen,Strategic developments,Agreement,"13,2949","43,7855",3,0
2016,Yemen,Strategic developments,Agreement,"13,8943","44,7825",1,0
2016,Yemen,Strategic developments,Agreement,"14,0881","44,175",1,0
2016,Yemen,Strategic developments,Agreement,"14,326","45,216",2,0
2016,Yemen,Strategic developments,Agreement,"14,7791","43,2181",1,0
2016,Yemen,Strategic developments,Agreement,"15,3329","45,4523",4,0
2016,Yemen,Strategic developments,Agreement,"15,3931","44,4753",1,0
2016,Yemen,Strategic developments,Agreement,"15,4201","44,1919",5,0
2016,Yemen,Strategic developments,Agreement,"16,5962","45,5989",1,0
2016,Yemen,Strategic developments,Agreement,"17,0575","51,8238",1,0
2016,Yemen,Strategic developments,Agreement,"17,0883","44,0424",1,0
2016,Yemen,Strategic developments,Arrests,"12,8058","44,788",2,0
2016,Yemen,Strategic developments,Arrests,"13,6274","46,228",1,0
2016,Yemen,Strategic developments,Arrests,"14,326","45,216",1,0
2016,Yemen,Strategic developments,Arrests,"14,7791","43,2181",1,0
2016,Yemen,Strategic developments,Arrests,"15,4201","44,1919",2,0
2016,Yemen,Strategic developments,Arrests,"16,5288","48,6269",2,0
2016,Yemen,Strategic developments,Change to group/activity,"12,613","43,3362",1,0
2016,Yemen,Strategic developments,Change to group/activity,"12,8058","44,788",7,0
2016,Yemen,Strategic developments,Change to group/activity,"13,2949","43,7855",7,0
2016,Yemen,Strategic developments,Change to group/activity,"13,3204","44,7623",3,0
2016,Yemen,Strategic developments,Change to group/activity,"13,6274","46,228",7,0
2016,Yemen,Strategic developments,Change to group/activity,"13,8943","44,7825",1,0
2016,Yemen,Strategic developments,Change to group/activity,"14,326","45,216",3,0
2016,Yemen,Strategic developments,Change to group/activity,"14,651","46,62",1,0
2016,Yemen,Strategic developments,Change to group/activity,"14,7791","43,2181",2,0
2016,Yemen,Strategic developments,Change to group/activity,"15,3329","45,4523",3,0
2016,Yemen,Strategic developments,Change to group/activity,"15,3931","44,4753",2,0
2016,Yemen,Strategic developments,Change to group/activity,"15,4201","44,1919",1,0
2016,Yemen,Strategic developments,Change to group/activity,"16,1156","43,9414",1,0
2016,Yemen,Strategic developments,Change to group/activity,"16,5288","48,6269",3,0
2016,Yemen,Strategic developments,Change to group/activity,"17,0575","51,8238",1,0
2016,Yemen,Strategic developments,Disrupted weapons use,"12,8058","44,788",10,3
2016,Yemen,Strategic developments,Disrupted weapons use,"13,2949","43,7855",1,0
2016,Yemen,Strategic developments,Disrupted weapons use,"13,3204","44,7623",2,0
2016,Yemen,Strategic developments,Disrupted weapons use,"13,6274","46,228",1,0
2016,Yemen,Strategic developments,Disrupted weapons use,"14,0881","44,175",2,0
2016,Yemen,Strategic developments,Disrupted weapons use,"14,326","45,216",4,7
2016,Yemen,Strategic developments,Disrupted weapons use,"14,5395","44,3063",3,2
2016,Yemen,Strategic developments,Disrupted weapons use,"14,7791","43,2181",3,0
2016,Yemen,Strategic developments,Disrupted weapons use,"15,3329","45,4523",24,0
2016,Yemen,Strategic developments,Disrupted weapons use,"15,3931","44,4753",4,0
2016,Yemen,Strategic developments,Disrupted weapons use,"15,4201","44,1919",2,0
2016,Yemen,Strategic developments,Disrupted weapons use,"16,0944","43,2039",1,0
2016,Yemen,Strategic developments,Disrupted weapons use,"16,1156","43,9414",2,0
2016,Yemen,Strategic developments,Disrupted weapons use,"16,5288","48,6269",4,0
2016,Yemen,Strategic developments,Disrupted weapons use,"17,0883","44,0424",2,3
2016,Yemen,Strategic developments,Headquarters or base established,"16,5962","45,5989",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"12,8058","44,788",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"13,2949","43,7855",7,0
2016,Yemen,Strategic developments,Looting/property destruction,"13,3204","44,7623",3,0
2016,Yemen,Strategic developments,Looting/property destruction,"14,0881","44,175",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"14,7791","43,2181",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"15,3931","44,4753",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"15,4201","44,1919",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"16,0944","43,2039",3,0
2016,Yemen,Strategic developments,Looting/property destruction,"16,5288","48,6269",1,0
2016,Yemen,Strategic developments,Looting/property destruction,"16,5962","45,5989",3,0
2016,Yemen,Strategic developments,Looting/property destruction,"17,0883","44,0424",2,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"13,2949","43,7855",3,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"13,6274","46,228",7,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"14,326","45,216",1,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"14,651","46,62",2,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"16,0944","43,2039",2,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"16,1156","43,9414",1,0
2016,Yemen,Strategic developments,Non-violent transfer of territory,"16,5288","48,6269",3,0
2016,Yemen,Strategic developments,Other,"12,8058","44,788",4,0
2016,Yemen,Strategic developments,Other,"13,2949","43,7855",5,0
2016,Yemen,Strategic developments,Other,"13,3204","44,7623",1,0
2016,Yemen,Strategic developments,Other,"13,6274","46,228",1,0
2016,Yemen,Strategic developments,Other,"14,0881","44,175",1,0
2016,Yemen,Strategic developments,Other,"14,326","45,216",1,0
2016,Yemen,Strategic developments,Other,"14,5395","44,3063",1,0
2016,Yemen,Strategic developments,Other,"14,7791","43,2181",1,0
2016,Yemen,Strategic developments,Other,"15,3931","44,4753",1,0
2016,Yemen,Strategic developments,Other,"15,4201","44,1919",9,0
2016,Yemen,Strategic developments,Other,"16,0944","43,2039",2,0
2016,Yemen,Strategic developments,Other,"16,1156","43,9414",3,0
2016,Yemen,Strategic developments,Other,"17,0575","51,8238",1,0
2016,Yemen,Strategic developments,Other,"17,0883","44,0424",2,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"12,8058","44,788",4,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"13,2949","43,7855",13,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"13,6274","46,228",2,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"14,0881","44,175",2,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"14,326","45,216",3,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"14,5395","44,3063",1,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"14,7791","43,2181",2,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"15,3329","45,4523",1,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"15,3931","44,4753",1,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"15,4201","44,1919",4,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"16,0944","43,2039",1,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"16,1156","43,9414",2,0
2016,Yemen,Violence against civilians,Abduction/forced disappearance,"16,5288","48,6269",2,0
2016,Yemen,Violence against civilians,Attack,"12,8058","44,788",43,65
2016,Yemen,Violence against civilians,Attack,"13,2949","43,7855",26,32
2016,Yemen,Violence against civilians,Attack,"13,3204","44,7623",8,7
2016,Yemen,Violence against civilians,Attack,"13,6274","46,228",12,29
2016,Yemen,Violence against civilians,Attack,"13,8943","44,7825",1,1
2016,Yemen,Violence against civilians,Attack,"14,0881","44,175",7,6
2016,Yemen,Violence against civilians,Attack,"14,326","45,216",4,10
2016,Yemen,Violence against civilians,Attack,"14,5395","44,3063",9,9
2016,Yemen,Violence against civilians,Attack,"14,651","46,62",6,10
2016,Yemen,Violence against civilians,Attack,"14,7791","43,2181",6,9
2016,Yemen,Violence against civilians,Attack,"15,3329","45,4523",3,3
2016,Yemen,Violence against civilians,Attack,"15,3931","44,4753",4,16
2016,Yemen,Violence against civilians,Attack,"15,4201","44,1919",17,22
2016,Yemen,Violence against civilians,Attack,"16,1156","43,9414",1,2
2016,Yemen,Violence against civilians,Attack,"16,5288","48,6269",13,14
2016,Yemen,Violence against civilians,Attack,"16,5962","45,5989",4,7
2016,Yemen,Violence against civilians,Attack,"17,0883","44,0424",3,3
2017,Bahrain,Battles,Armed clash,"26,1468","50,4809",4,0
2017,Bahrain,Battles,Armed clash,"26,2547","50,6428",1,3
2017,Bahrain,Explosions/Remote violence,Grenade,"26,2547","50,6428",1,0
2017,Bahrain,Explosions/Remote violence,Remote explosive/landmine/IED,"25,9954","50,5421",2,1
2017,Bahrain,Explosions/Remote violence,Remote explosive/landmine/IED,"26,1468","50,4809",3,1
2017,Bahrain,Explosions/Remote violence,Remote explosive/landmine/IED,"26,1927","50,5508",6,1
2017,Bahrain,Explosions/Remote violence,Shelling/artillery/missile attack,"26,1927","50,5508",1,0
2017,Bahrain,Protests,Excessive force against protesters,"26,1468","50,4809",2,2
2017,Bahrain,Protests,Excessive force against protesters,"26,1927","50,5508",2,0
2017,Bahrain,Protests,Peaceful protest,"25,9954","50,5421",19,0
2017,Bahrain,Protests,Peaceful protest,"26,1468","50,4809",1158,0
2017,Bahrain,Protests,Peaceful protest,"26,1927","50,5508",968,0
2017,Bahrain,Protests,Peaceful protest,"26,2547","50,6428",78,0
2017,Bahrain,Protests,Protest with intervention,"25,9954","50,5421",6,0
2017,Bahrain,Protests,Protest with intervention,"26,1468","50,4809",56,0
2017,Bahrain,Protests,Protest with intervention,"26,1927","50,5508",90,0
2017,Bahrain,Riots,Violent demonstration,"25,9954","50,5421",189,0
2017,Bahrain,Riots,Violent demonstration,"26,1468","50,4809",444,5
2017,Bahrain,Riots,Violent demonstration,"26,1927","50,5508",657,0
2017,Bahrain,Riots,Violent demonstration,"26,2547","50,6428",37,0
2017,Bahrain,Strategic developments,Arrests,"26,1927","50,5508",2,0
2017,Bahrain,Strategic developments,Change to group/activity,"26,1468","50,4809",1,0
2017,Bahrain,Strategic developments,Change to group/activity,"26,1927","50,5508",2,0
2017,Bahrain,Strategic developments,Disrupted weapons use,"26,1468","50,4809",1,1
2017,Bahrain,Strategic developments,Looting/property destruction,"26,1468","50,4809",3,0
2017,Bahrain,Strategic developments,Looting/property destruction,"26,1927","50,5508",1,0
2017,Bahrain,Strategic developments,Other,"26,1927","50,5508",2,0
2017,Bahrain,Violence against civilians,Attack,"25,9954","50,5421",3,1
2017,Bahrain,Violence against civilians,Attack,"26,1468","50,4809",1,0
2017,Bahrain,Violence against civilians,Attack,"26,1927","50,5508",2,2
2017,Bahrain,Violence against civilians,Sexual violence,"26,2547","50,6428",2,0
2017,Iran,Battles,Armed clash,"27,1422","55,0325",1,4
2017,Iran,Battles,Armed clash,"28,2728","60,8613",7,22
2017,Iran,Battles,Armed clash,"29,2326","57,3392",1,2
2017,Iran,Battles,Armed clash,"31,4636","48,9916",5,28
2017,Iran,Battles,Armed clash,"32,6094","52,0477",2,2
2017,Iran,Battles,Armed clash,"32,8019","58,24",1,1
2017,Iran,Battles,Armed clash,"33,5164","48,3219",1,5
2017,Iran,Battles,Armed clash,"35,5022","51,3269",2,24
2017,Iran,Battles,Armed clash,"35,6014","47,0057",3,8
2017,Iran,Battles,Armed clash,"37,8742","44,7003",8,36
2017,Iran,Explosions/Remote violence,Remote explosive/landmine/IED,"31,4636","48,9916",1,0
2017,Iran,Explosions/Remote violence,Remote explosive/landmine/IED,"34,4871","46,8086",1,1
2017,Iran,Protests,Excessive force against protesters,"31,4636","48,9916",1,1
2017,Iran,Protests,Excessive force against protesters,"35,7792","59,0295",1,1
2017,Iran,Protests,Excessive force against protesters,"37,8742","44,7003",2,0
2017,Iran,Protests,Peaceful protest,"27,1422","55,0325",32,0
2017,Iran,Protests,Peaceful protest,"28,2728","60,8613",42,0
2017,Iran,Protests,Peaceful protest,"28,7846","51,5038",86,0
2017,Iran,Protests,Peaceful protest,"29,2326","57,3392",78,0
2017,Iran,Protests,Peaceful protest,"29,3576","53,3176",61,0
2017,Iran,Protests,Peaceful protest,"30,7032","51,0949",55,0
2017,Iran,Protests,Peaceful protest,"31,4636","48,9916",444,0
2017,Iran,Protests,Peaceful protest,"31,4825","54,4162",36,0
2017,Iran,Protests,Peaceful protest,"31,979","50,8101",33,0
2017,Iran,Protests,Peaceful protest,"32,6094","52,0477",85,0
2017,Iran,Protests,Peaceful protest,"32,8019","58,24",19,0
2017,Iran,Protests,Peaceful protest,"33,0433","46,8724",14,0
2017,Iran,Protests,Peaceful protest,"33,5164","48,3219",93,0
2017,Iran,Protests,Peaceful protest,"34,4772","49,5818",82,0
2017,Iran,Protests,Peaceful protest,"34,4871","46,8086",34,0
2017,Iran,Protests,Peaceful protest,"34,6674","51,002",8,0
2017,Iran,Protests,Peaceful protest,"34,8698","48,559",34,0
2017,Iran,Protests,Peaceful protest,"35,5022","51,3269",523,0
2017,Iran,Protests,Peaceful protest,"35,6014","47,0057",37,0
2017,Iran,Protests,Peaceful protest,"35,7792","59,0295",107,0
2017,Iran,Protests,Peaceful protest,"35,7868","54,9676",24,0
2017,Iran,Protests,Peaceful protest,"35,9457","50,906",18,0
2017,Iran,Protests,Peaceful protest,"36,1089","50,0386",42,0
2017,Iran,Protests,Peaceful protest,"36,3633","52,3677",75,0
2017,Iran,Protests,Peaceful protest,"36,4014","48,422",28,0
2017,Iran,Protests,Peaceful protest,"37,2982","54,8804",31,0
2017,Iran,Protests,Peaceful protest,"37,4249","57,178",14,0
2017,Iran,Protests,Peaceful protest,"37,5092","49,0189",49,0
2017,Iran,Protests,Peaceful protest,"37,8742","44,7003",42,0
2017,Iran,Protests,Peaceful protest,"38,0858","46,6924",121,0
2017,Iran,Protests,Peaceful protest,"38,4066","47,9857",43,0
2017,Iran,Protests,Protest with intervention,"27,1422","55,0325",1,0
2017,Iran,Protests,Protest with intervention,"29,3576","53,3176",4,0
2017,Iran,Protests,Protest with intervention,"31,4636","48,9916",10,0
2017,Iran,Protests,Protest with intervention,"31,4825","54,4162",1,0
2017,Iran,Protests,Protest with intervention,"32,6094","52,0477",4,0
2017,Iran,Protests,Protest with intervention,"33,5164","48,3219",1,0
2017,Iran,Protests,Protest with intervention,"34,4772","49,5818",2,0
2017,Iran,Protests,Protest with intervention,"34,4871","46,8086",3,0
2017,Iran,Protests,Protest with intervention,"35,5022","51,3269",18,0
2017,Iran,Protests,Protest with intervention,"35,6014","47,0057",3,0
2017,Iran,Protests,Protest with intervention,"35,9457","50,906",1,0
2017,Iran,Riots,Mob violence,"31,4636","48,9916",3,0
2017,Iran,Riots,Mob violence,"32,6094","52,0477",3,9
2017,Iran,Riots,Mob violence,"34,4772","49,5818",1,0
2017,Iran,Riots,Mob violence,"34,4871","46,8086",2,0
2017,Iran,Riots,Mob violence,"34,8698","48,559",4,3
2017,Iran,Riots,Mob violence,"35,5022","51,3269",9,1
2017,Iran,Riots,Mob violence,"35,7792","59,0295",1,1
2017,Iran,Riots,Mob violence,"36,1089","50,0386",2,0
2017,Iran,Riots,Mob violence,"36,3633","52,3677",1,0
2017,Iran,Riots,Mob violence,"37,8742","44,7003",1,0
2017,Iran,Riots,Mob violence,"38,4066","47,9857",1,0
2017,Iran,Riots,Violent demonstration,"28,2728","60,8613",7,0
2017,Iran,Riots,Violent demonstration,"29,2326","57,3392",3,0
2017,Iran,Riots,Violent demonstration,"29,3576","53,3176",3,0
2017,Iran,Riots,Violent demonstration,"31,4636","48,9916",11,2
2017,Iran,Riots,Violent demonstration,"31,979","50,8101",1,0
2017,Iran,Riots,Violent demonstration,"32,6094","52,0477",3,2
2017,Iran,Riots,Violent demonstration,"32,8019","58,24",1,0
2017,Iran,Riots,Violent demonstration,"33,0433","46,8724",1,0
2017,Iran,Riots,Violent demonstration,"33,5164","48,3219",7,4
2017,Iran,Riots,Violent demonstration,"34,4871","46,8086",1,0
2017,Iran,Riots,Violent demonstration,"34,8698","48,559",1,0
2017,Iran,Riots,Violent demonstration,"35,5022","51,3269",14,0
2017,Iran,Riots,Violent demonstration,"35,7792","59,0295",5,0
2017,Iran,Riots,Violent demonstration,"35,9457","50,906",1,0
2017,Iran,Riots,Violent demonstration,"36,1089","50,0386",1,0
2017,Iran,Riots,Violent demonstration,"36,3633","52,3677",3,0
2017,Iran,Riots,Violent demonstration,"36,4014","48,422",2,0
2017,Iran,Riots,Violent demonstration,"37,5092","49,0189",2,0
2017,Iran,Riots,Violent demonstration,"38,0858","46,6924",1,0
2017,Iran,Strategic developments,Arrests,"28,7846","51,5038",2,0
2017,Iran,Strategic developments,Arrests,"31,4636","48,9916",3,0
2017,Iran,Strategic developments,Arrests,"32,6094","52,0477",1,0
2017,Iran,Strategic developments,Arrests,"34,4871","46,8086",1,0
2017,Iran,Strategic developments,Arrests,"35,5022","51,3269",2,0
2017,Iran,Strategic developments,Arrests,"35,7792","59,0295",1,0
2017,Iran,Strategic developments,Arrests,"37,8742","44,7003",1,0
2017,Iran,Strategic developments,Disrupted weapons use,"28,2728","60,8613",1,0
2017,Iran,Strategic developments,Looting/property destruction,"32,6094","52,0477",1,0
2017,Iran,Strategic developments,Other,"29,2326","57,3392",1,0
2017,Iran,Strategic developments,Other,"31,4636","48,9916",6,1
2017,Iran,Strategic developments,Other,"33,0433","46,8724",14,6
2017,Iran,Strategic developments,Other,"34,4871","46,8086",9,2
2017,Iran,Strategic developments,Other,"35,6014","47,0057",11,1
2017,Iran,Strategic developments,Other,"37,8742","44,7003",10,0
2017,Iran,Violence against civilians,Attack,"27,1422","55,0325",1,1
2017,Iran,Violence against civilians,Attack,"28,2728","60,8613",11,11
2017,Iran,Violence against civilians,Attack,"28,7846","51,5038",1,1
2017,Iran,Violence against civilians,Attack,"31,4636","48,9916",3,5
2017,Iran,Violence against civilians,Attack,"34,4871","46,8086",1,1
2017,Iran,Violence against civilians,Attack,"34,8698","48,559",1,1
2017,Iran,Violence against civilians,Attack,"35,6014","47,0057",2,1
2017,Iran,Violence against civilians,Attack,"35,9457","50,906",1,0
2017,Iran,Violence against civilians,Attack,"37,8742","44,7003",12,11
2017,Iraq,Battles,Armed clash,"30,2047","47,5084",8,10
2017,Iraq,Battles,Armed clash,"31,2876","46,2732",3,12
2017,Iraq,Battles,Armed clash,"31,999","47,135",1,1
2017,Iraq,Battles,Armed clash,"32,49","43,8069",4,3
2017,Iraq,Battles,Armed clash,"32,5765","44,6371",16,39
2017,Iraq,Battles,Armed clash,"32,7059","45,704",1,7
2017,Iraq,Battles,Armed clash,"33,1774","41,3987",147,894
2017,Iraq,Battles,Armed clash,"33,278","44,3783",89,140
2017,Iraq,Battles,Armed clash,"34,0711","44,8903",136,344
2017,Iraq,Battles,Armed clash,"34,6687","43,6316",228,1443
2017,Iraq,Battles,Armed clash,"35,2858","44,0603",126,549
2017,Iraq,Battles,Armed clash,"35,5263","45,379",4,2
2017,Iraq,Battles,Armed clash,"35,9879","42,3496",494,5544
2017,Iraq,Battles,Armed clash,"36,3791","44,2104",18,65
2017,Iraq,Battles,Armed clash,"37,0446","43,1386",28,48
2017,Iraq,Battles,Government regains territory,"33,1774","41,3987",26,547
